79;12;战斗头盔;Defense item.;8;5000;27;15;2;2000;9;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;46;钨钢头盔;Helmet for battle.;9;10000;33;15;2;5000;10;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
81;14;魔罗服M型;Normal battle suit.;24;3000;20;10;3;7000;13;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;22;水晶鞋;Normal Shoes. Little defense ability.;6;3200;26;15;5;2000;9;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;44;闪避药水;Instantly evade to a random spot near by.;2;100;5;15;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;45;时空药水;Teleport to town.;3;500;5;15;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;10;迷你手枪GX4;Sport rifle with ancient design.;3;100;3;1;1;2000;0;1;5;11;9;13;0;1100;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
87;10;迷你手枪GX4;Sport rifle with ancient design.;3;100;3;1;1;2000;0;1;5;11;9;13;0;1100;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
88;10;迷你手枪GX4;Sport rifle with ancient design.;3;100;3;1;1;2000;0;1;5;11;9;13;0;1100;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
89;10;迷你手枪GX6;Sport rifle with ancient design.;3;100;3;1;1;4000;0;1;7;14;9;13;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
90;10;迷你手枪GX6;Sport rifle with ancient design.;3;100;3;1;1;4000;0;1;7;14;9;13;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
91;10;强化手枪GX4;Sport rifle with ancient design.;5;500;7;1;1;4000;0;1;7;16;10;14;0;1140;6;21;0;2;0;0;0;0;0;0;0;0;0;0;
92;10;强化手枪GX4;Sport rifle with ancient design.;5;500;7;1;1;4000;0;1;7;16;10;14;0;1140;6;21;0;2;0;0;0;0;0;0;0;0;0;0;
93;10;强化手枪GX4;Sport rifle with ancient design.;5;500;7;1;1;4000;0;1;7;16;10;14;0;1140;6;21;0;2;0;0;0;0;0;0;0;0;0;0;
94;10;强化手枪GX6;Sport rifle with ancient design.;5;500;7;1;1;4500;0;1;9;20;9;14;0;1140;6;19;0;2;0;0;0;0;0;0;0;0;0;0;
95;10;强化手枪GX6;Sport rifle with ancient design.;5;500;7;1;1;4500;0;1;9;20;9;14;0;1140;6;19;0;2;0;0;0;0;0;0;0;0;0;0;
96;10;标准步枪GX4;Sport rifle with ancient design.;7;1500;11;1;1;4000;0;1;9;21;11;14;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
97;10;标准步枪GX4;Sport rifle with ancient design.;7;1500;11;1;1;4000;0;1;9;21;11;14;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
98;10;标准步枪GX4;Sport rifle with ancient design.;7;1500;11;1;1;4000;0;1;9;21;11;14;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
99;10;标准步枪GX6;Sport rifle with ancient design.;7;1500;11;1;1;5000;0;1;11;25;10;14;0;1140;6;22;0;2;0;0;0;0;0;0;0;0;0;0;
100;10;标准步枪GX6;Sport rifle with ancient design.;7;1500;11;1;1;5000;0;1;11;25;10;14;0;1140;6;22;0;2;0;0;0;0;0;0;0;0;0;0;
101;10;强化步枪GX4;Sport rifle with ancient design.;9;3000;16;1;1;5000;0;1;11;26;10;15;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
102;10;强化步枪GX4;Sport rifle with ancient design.;9;3000;16;1;1;5000;0;1;11;26;10;15;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
103;10;强化步枪GX4;Sport rifle with ancient design.;9;3000;16;1;1;5000;0;1;11;26;10;15;0;1140;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
104;10;强化步枪GX6;Sport rifle with ancient design.;9;3000;16;1;1;7000;0;1;13;30;10;15;0;1100;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
105;10;强化步枪GX6;Sport rifle with ancient design.;9;3000;16;1;1;7000;0;1;13;30;10;15;0;1100;6;20;0;2;0;0;0;0;0;0;0;0;0;0;
